"","name","city","country","region","members","fullurl","created","past_events","upcoming_events","visibility","last_event","lat","lon"
"1","Customer Data Science LA","Santa Monica","USA","US/Canada",617,"https://www.meetup.com/Customer-Data-Science-LA/",2019-06-20,14,0,"public_limited",2020-10-01,34.02,-118.5
"2","ODSC Vancouver Data Science","Vancouver","Canada","US/Canada",360,"https://www.meetup.com/ODSC-Vancouver-Data-Science/",2019-11-22,59,2,"public",2021-06-15,49.28,-123.04
"3","ODSC Denver Data Science","Denver","USA","US/Canada",167,"https://www.meetup.com/ODSC-Denver-Data-Science/",2019-11-22,68,2,"public",2021-06-15,39.7,-105.08
"4","Ulmer Data Science Stammtisch","Ulm","Germany","Europe",405,"https://www.meetup.com/Ulmer-Data-Science-Stammtisch/",2017-12-06,10,0,"public",2019-11-25,48.4,9.97
"5","Western Mass Statistics and Data Science","Northampton","USA","US/Canada",529,"https://www.meetup.com/Pioneer-Valley-and-Five-College-R-Statistical-Meetup/",2013-01-02,209,0,"public",2020-02-27,42.33,-72.68
"6","Clarksville Data Science and R Users Meetup Group","Clarksville","USA","US/Canada",26,"https://www.meetup.com/Clarksville-Data-Science-and-R-Users-Meetup-Group/",2019-06-13,2,0,"public",2019-08-11,36.56,-87.41
"7","R UseR Group at Harvard Data Science Initiative","Cambridge","USA","US/Canada",57,"https://www.meetup.com/r-user-group-at-harvard-data-science-initiative/",2021-05-25,1,1,"public",2021-06-10,42.38,-71.13
"8","Bangalore Data Science and Analytics Using R Meetup","Bangalore","India","Asia",223,"https://www.meetup.com/Bangalore-Data-Science-and-Analytics-Using-R-Meetup/",2018-11-09,0,0,"public",1970-01-01,12.97,77.56
"9","Mad Over Data | Mumbai","Mumbai","India","Asia",215,"https://www.meetup.com/Mad-Over-Data/",2020-01-02,4,0,"public",2020-08-16,18.96,72.82
"10","Mad Over Data | Delhi NCR","Delhi","India","Asia",418,"https://www.meetup.com/Mad-Over-Data-Delhi-NCR/",2020-01-07,6,0,"public",2020-08-16,28.67,77.21
"11","Mad Over Data | Bangalore","Bangalore","India","Asia",430,"https://www.meetup.com/Mad-Over-Data-Bangalore/",2020-01-23,5,0,"public",2020-08-16,12.97,77.56
"12","BerlinR - an R group focused on modern data science","Berlin","Germany","Europe",629,"https://www.meetup.com/BerlinR-R-users-group/",2018-10-23,8,0,"public",2020-02-05,52.52,13.38
"13","Greater Cleveland Python/Julia/R Data Science Group","Cleveland","USA","US/Canada",589,"https://www.meetup.com/Greater-Cleveland-SciPy-Julia-R-Data-Science-Group/",2016-03-12,33,0,"public_limited",2019-08-03,41.47,-81.58
"14","Analytics, Data Science  & ML- R, Python,Tableau & Power BI","Bangalore","India","Asia",3616,"https://www.meetup.com/Analytics-Data-Science-R-Tableau-Power-BI/",2017-10-29,35,0,"public",2018-10-20,12.97,77.56
"15","Master Cohorts","Nairobi","Kenya","Africa",262,"https://www.meetup.com/Master-Data-Science/",2020-04-03,1,0,"public",2020-04-25,-1.29,36.82
"16","Miami R User Group","Miami","USA","US/Canada",12,"https://www.meetup.com/miami-r-user-group/",2021-04-28,0,0,"public",1970-01-01,25.78,-80.2
"17","R User Group Eindhoven","Eindhoven","Netherlands","Europe",102,"https://www.meetup.com/R-User-Group-Eindhoven/",2019-02-28,11,0,"public",2021-01-24,51.44,5.47
"18","Las Vegas R User Group","Las Vegas","USA","US/Canada",28,"https://www.meetup.com/Las-Vegas-R-User-Group/",2018-09-28,0,0,"public",1970-01-01,36.02,-115.15
"19","Seoul R Meetup Group","Seoul","Korea (South)","Asia",243,"https://www.meetup.com/seoul-r-meetup/",2020-08-08,8,0,"public",2021-04-14,37.56,126.99
"20","LA R users group","Santa Monica","USA","US/Canada",2363,"https://www.meetup.com/Los-Angeles-R-Users-Group-Data-Science/",2009-03-21,129,0,"public",2021-05-19,34.02,-118.5
"21","Montreal R User Group","Montréal","Canada","US/Canada",1635,"https://www.meetup.com/Montreal-R-User-Group/",2012-03-13,107,3,"public",2021-06-16,45.53,-73.6
"22","Eskisehir R Users Group & ESTÜ Veri Bilimi Kulübü","Eskisehir","Turkey","Europe",102,"https://www.meetup.com/Eskisehir-R-Users-Group-Data-Science-Society/",2020-02-28,11,0,"public",2021-04-16,39.79,30.52
"23","Colchester R Meetup","Colchester","United Kingdom","Europe",289,"https://www.meetup.com/Colchester-R-Meetup/",2018-04-16,16,0,"public",2020-10-22,51.88,0.9
"24","Phoenix R User Group","Phoenix","USA","US/Canada",883,"https://www.meetup.com/Phoenix-R-User-Group/",2016-04-16,18,0,"public",2018-08-24,33.45,-112.07
"25","The Chicago R User Group (CRUG)","Chicago","USA","US/Canada",3865,"https://www.meetup.com/Chicago-R-User-Group/",2010-04-05,80,0,"public",2021-06-16,41.88,-87.64
"26","Orange County R Users Group (OCRUG)","Irvine","USA","US/Canada",796,"https://www.meetup.com/OC-RUG/",2014-12-17,100,2,"public",2021-05-19,33.65,-117.82
"27","University of Ibadan R Users Group (UI RUG)","Ibadan","Nigeria","Africa",90,"https://www.meetup.com/University-of-Ibadan-R-Users-Group-UI-RUG/",2020-02-14,1,0,"public",2020-03-07,7.38,3.93
"28","Applied R Munich","München","Germany","Europe",1180,"https://www.meetup.com/Applied-R-Munich/",2015-10-16,14,0,"public",2020-12-11,48.14,11.58
"29","Oxford R User Group","Oxford","United Kingdom","Europe",588,"https://www.meetup.com/Oxford-R-User-Group/",2017-08-17,23,0,"public",2020-02-03,51.75,-1.26
"30","Poznan R Users Group (PAZUR)","Poznan","Poland","Europe",623,"https://www.meetup.com/Poznan-R-User-Group-PAZUR/",2015-11-27,23,0,"public",2020-01-30,52.4,16.9
"31","Chico R Users Group","Chico","USA","US/Canada",57,"https://www.meetup.com/Chico-R-Users-Group/",2015-12-07,86,0,"public",2020-08-12,39.79,-121.85
"32","Cebu R Users Group (CRUG)","Cebu","Philippines","Asia",58,"https://www.meetup.com/Cebu-R-Users-Group-CRUG/",2014-09-17,2,0,"public_limited",2015-03-19,10.32,123.9
"33","R User Group Kano","Kano","Nigeria","Africa",23,"https://www.meetup.com/r-user-group-kano/",2020-11-28,1,0,"public",2021-01-17,12,8.52
"34","Rhus - useR group","Århus","Denmark","Europe",237,"https://www.meetup.com/Rhus-useR-group/",2015-01-19,5,0,"public",2019-12-03,56.16,10.21
"35","Bauru R Big Data Analytics Meetup","Bauru","Brazil","Latin America",50,"https://www.meetup.com/Bauru-R-Big-Data-Analytics-Meetup/",2016-05-22,0,0,"public",1970-01-01,-22.33,-49.08
"36","Bhavnagar Data Analysis Meetup","Bhavnagar","India","Asia",35,"https://www.meetup.com/Bhavnagar-Data-Analysis-Meetup/",2014-06-15,0,0,"public",1970-01-01,21.79,72.13
"37","Bengaluru R UseR Group (BRUG)","Bangalore","India","Asia",1854,"https://www.meetup.com/BengaluRu-use-R-gRoup/",2018-08-28,18,0,"public",2021-02-28,12.97,77.56
"38","Lansing Area R Users Group","East Lansing","USA","US/Canada",219,"https://www.meetup.com/Lansing-Area-R-Users-Group/",2012-01-24,31,0,"public",2020-03-09,42.75,-84.47
"39","Milwaukee R Meetup","Milwaukee","USA","US/Canada",299,"https://www.meetup.com/Milwaukee-R-Meetup/",2015-06-05,9,0,"public",2020-03-19,43.04,-87.92
"40","Data Analytics GDL User Group","Guadalajara","Mexico","Latin America",321,"https://www.meetup.com/Data-Analytics-GDL-User-Group/",2017-04-13,2,0,"public",2017-12-08,20.67,-103.35
"41","Vancouver Data Visualization","Vancouver","Canada","US/Canada",4374,"https://www.meetup.com/Vancouver-Data-Visualization/",2011-03-14,44,0,"public",2021-02-04,49.28,-123.11
"42","San Diego Data Science & R Users Group","Del Mar","USA","US/Canada",909,"https://www.meetup.com/San-Diego-Data-Science-R-Users-Group/",2009-10-14,32,0,"public",2017-03-31,32.96,-117.23
"43","Abuja R User Group","Abuja","Nigeria","Africa",420,"https://www.meetup.com/Abuja-R-User-Group-Meetup/",2019-10-16,14,0,"public",2021-06-12,9.18,7.17
"44","PhillyR","Philadelphia","USA","US/Canada",867,"https://www.meetup.com/PhillyR/",2016-04-19,18,0,"public",2019-11-15,39.96,-75.2
"45","Microsoft Advanced Analytics User Group","Mechelen","Belgium","Europe",761,"https://www.meetup.com/Microsoft-Advanced-Analytics-User-Group/",2017-11-17,13,0,"public",2019-04-15,51.03,4.47
"46","Chile Elastic User Group","Santiago","Chile","Latin America",38,"https://www.meetup.com/chile-elastic-user-group/",2021-02-18,4,0,"public",2021-06-08,-33.46,-70.64
"47","CaRdiff - the Cardiff R User Group","Cardiff","United Kingdom","Europe",759,"https://www.meetup.com/Cardiff-R-User-Group/",2014-12-19,143,0,"public",2021-04-29,51.48,-3.18
"48","R User Group Nepal","Kathmandu","Nepal","Asia",184,"https://www.meetup.com/rugnepal/",2018-09-16,5,0,"public",2020-03-07,27.71,85.31
"49","Central Iowa R User Group","Des Moines","USA","US/Canada",712,"https://www.meetup.com/Central-Iowa-R-User-Group/",2015-06-15,272,1,"public",2021-06-19,41.6,-93.63
"50","R Users & R-Ladies Warsaw (Spotkania Entuzjastów R)","Warsaw","Poland","Europe",2848,"https://www.meetup.com/Spotkania-Entuzjastow-R-Warsaw-R-Users-Group-Meetup/",2014-10-06,120,0,"public",2021-06-17,52.26,21.02
"51","Nairobi R Users Group","Nairobi","Kenya","Africa",50,"https://www.meetup.com/Nairobi-R-Users-Group/",2017-03-30,0,0,"public",1970-01-01,-1.29,36.82
"52","Cairo R Users Group","Cairo","Egypt","Africa",2235,"https://www.meetup.com/Cairo-R-Users-Group/",2015-04-30,5,0,"public",2020-01-06,30.06,31.25
"53","Dar Es Salaam R Users Group","Dar es Salaam","Tanzania","Africa",848,"https://www.meetup.com/DarEs-Salaam-R-users/",2015-04-30,2,0,"public",2020-07-23,-6.82,39.28
"54","Budapest Users of R Network","Budapest","Hungary","Europe",1682,"https://www.meetup.com/Budapest-Users-of-R-Network/",2013-08-11,57,0,"public",2020-01-29,47.51,19.08
"55","Exeter R Users Group (Exeter, Devon, England)","Exeter","United Kingdom","Europe",245,"https://www.meetup.com/Exeter-R-Users-Group-Exeter-Devon-England/",2014-01-14,16,0,"public",2019-09-09,50.73,-3.53
"56","STWUR - Wroclaw R Users Group Meetup","Wroclaw","Poland","Europe",1117,"https://www.meetup.com/Wroclaw-R-Users-Group/",2017-01-17,32,0,"public",2020-09-24,51.11,17.03
"57","Cork (Ireland) R-Users Group","Cork","Ireland","Europe",670,"https://www.meetup.com/Cork-Ireland-R-Users-Group/",2015-07-01,52,0,"public",2020-02-10,51.9,-8.47
"58","St. Petersburg R User Group","St. Petersburg","Russia","Europe",1124,"https://www.meetup.com/St-Petersburg-R-User-Group/",2015-03-11,17,0,"public",2020-12-11,59.93,30.32
"59","Bmore UseR Group","Baltimore","USA","US/Canada",144,"https://www.meetup.com/Bmore-UseR-Group/",2016-08-26,1,0,"public",2017-09-20,39.29,-76.62
"60","Columbus useR Group","Columbus","USA","US/Canada",196,"https://www.meetup.com/Columbus-useR-Group/",2014-03-17,3,0,"public",2015-01-28,39.94,-82.98
"61","Detroit useR Group (R Programming Language)","Birmingham","USA","US/Canada",313,"https://www.meetup.com/Detroit-useR-Group-R-Programming-Language/",2013-06-19,6,0,"public",2017-01-08,42.54,-83.21
"62","Tampa R Users Group","Tampa","USA","US/Canada",535,"https://www.meetup.com/Tampa-R-Users-Group/",2017-07-28,30,0,"public",2020-08-25,27.98,-82.34
"63","Western Australia R Group (WARG)","Perth","Australia","Australia",182,"https://www.meetup.com/Western-Australia-R-Group-WARG/",2014-06-27,9,0,"public",2016-07-21,-31.96,115.84
"64","Berlin R Users Group","Berlin","Germany","Europe",2203,"https://www.meetup.com/Berlin-R-Users-Group/",2015-01-04,60,2,"public",2021-05-31,52.52,13.38
"65","Johannesburg R User Group (R Programming Language)","Johannesburg","South Africa","Africa",904,"https://www.meetup.com/Joburg-R-Users-Group/",2015-05-03,12,0,"public",2020-12-03,-26.19,28.04
"66","Meetup R Nantes","Nantes","France","Europe",716,"https://www.meetup.com/Meetup-R-Nantes/",2016-06-27,23,0,"public",2019-12-02,47.23,-1.57
"67","NottinghamR - Nottingham R Users Group","Nottingham","United Kingdom","Europe",390,"https://www.meetup.com/NottinghamR-Nottingham-R-Users-Group/",2016-01-08,8,0,"public_limited",2020-11-04,52.97,-1.18
"68","Kiel R User Group","Kiel","Germany","Europe",20,"https://www.meetup.com/Kiel-R-User-Group/",2019-11-22,0,0,"public",1970-01-01,54.32,10.12
"69","Greater Toronto Area (GTA) R User Group","Toronto","Canada","US/Canada",1483,"https://www.meetup.com/Greater-Toronto-Area-GTA-R-Users-Group/",2010-10-07,37,0,"public",2020-12-09,43.66,-79.39
"70","Pittsburgh useR Group","Pittsburgh","USA","US/Canada",583,"https://www.meetup.com/Pittsburgh-useR-Group/",2013-03-26,38,0,"public",2021-03-10,40.45,-79.93
"71","Santa Barbara R Users Group","Santa Barbara","USA","US/Canada",443,"https://www.meetup.com/Santa-Barbara-R-Users-Group/",2013-02-27,27,0,"public",2021-04-21,34.42,-119.71
"72","Adelaide R Users Group","Adelaide","Australia","Australia",315,"https://www.meetup.com/Adelaide-R-Users/",2016-11-07,4,0,"public",2019-09-25,-34.93,138.6
"73","Greater Boston useR Group (R Programming Language)","Boston","USA","US/Canada",4798,"https://www.meetup.com/Boston-useR/",2011-02-10,78,2,"public",2021-05-27,42.34,-71.06
"74","Abidjan R users Meetup","Abidjan","Ivory Coast","Africa",590,"https://www.meetup.com/Abidjan-R-users-Meetup/",2018-03-27,9,0,"public",2020-04-25,5.33,-4.03
"75","Riyadh UseR Group","Riyadh","Saudi Arabia","Asia",396,"https://www.meetup.com/Riyadh-UseR-Group/",2016-12-06,1,0,"public",2016-12-15,24.65,46.77
"76","Boston R/Bioconductor for Genomics","Boston","USA","US/Canada",820,"https://www.meetup.com/Boston-R-Bioconductor-for-genomics/",2016-08-03,21,0,"public",2020-02-05,42.34,-71.09
"77","Bogotá R Users Group Meetup (Shiny data apps)","Bogotá","Colombia","Latin America",151,"https://www.meetup.com/Bogota-R-Users-Group-Meetup-Shiny-data-apps/",2014-12-27,1,0,"public",2015-01-22,4.63,-74.09
"78","Waco R User Group","Waco","USA","US/Canada",3,"https://www.meetup.com/waco-r-user-group/",2021-05-20,0,0,"public",1970-01-01,31.55,-97.14
"79","DuPage R Meetup","Lisle","USA","US/Canada",234,"https://www.meetup.com/DuPage-R-Meetup/",2018-09-18,6,0,"public",2019-10-03,41.79,-88.08
"80","New York R User Group","New York","USA","US/Canada",1053,"https://www.meetup.com/New-York-R-Users-Group/",2013-08-24,43,3,"public",2016-11-02,40.76,-73.99
"81","CopenhagenR - useR Group","Copenhagen","Denmark","Europe",1382,"https://www.meetup.com/CopenhagenR-useR-Group/",2013-09-03,36,0,"public",2021-01-14,55.68,12.57
"82","Indore Hadoop User Group","Indore","India","Asia",457,"https://www.meetup.com/Indore-Hadoop-User-Group/",2014-08-01,0,0,"public",1970-01-01,22.72,75.86
"83","Zurich R User Group","Zürich","Switzerland","Europe",1932,"https://www.meetup.com/Zurich-R-User-Group/",2015-11-18,32,0,"public",2020-10-29,47.38,8.54
"84","Mastering R at MI^2","Warsaw","Poland","Europe",101,"https://www.meetup.com/Mastering-R-at-MI-2/",2018-11-06,1,0,"public",2018-12-03,52.26,21.02
"85","Brasília UseR Meetup (Linguagem de Programação ""R"")","Brasília","Brazil","Latin America",594,"https://www.meetup.com/Brasilia-UseR-Meetup/",2015-07-05,5,0,"public",2017-09-26,-15.78,-47.91
"86","Grupo de Usuarios de R de Madrid","Madrid","Spain","Europe",2477,"https://www.meetup.com/Grupo-de-Usuarios-de-R-de-Madrid/",2015-02-20,43,0,"public",2021-05-26,40.42,-3.71
"87","Tunis R User Group","Tunis","Tunisia","Africa",37,"https://www.meetup.com/tunis-r-user-group/",2021-06-11,1,0,"public",2021-06-17,36.84,10.22
"88","Kansas City R Users Group","Kansas City","USA","US/Canada",1003,"https://www.meetup.com/Kansas-City-R-Users-Group/",2013-12-02,86,6,"public",2021-06-12,39.08,-94.58
"89","Trenton R Users (TRU)","Trenton","USA","US/Canada",500,"https://www.meetup.com/TRUgroup/",2015-01-27,76,6,"public",2021-06-19,40.22,-74.76
"90","Winnipeg R User Group","Winnipeg","Canada","US/Canada",129,"https://www.meetup.com/Winnipeg-R-User-Group/",2018-11-03,13,0,"public",2021-06-17,49.83,-97.17
"91","Patra's R Users Group","Pátrai","Greece","Europe",139,"https://www.meetup.com/Patras-R-Users-Group/",2015-05-07,3,0,"public",2015-10-07,38.24,21.73
"92","Grupo de Usuários de R em Ouro Preto","Ouro Preto","Brazil","Latin America",34,"https://www.meetup.com/Grupo-de-Usuarios-de-R-em-Ouro-Preto/",2020-02-04,3,0,"public",2020-03-17,-20.38,-43.51
"93","Campinas R Users Meetup","Campinas","Brazil","Latin America",326,"https://www.meetup.com/Campinas-R-Users-Meetup/",2014-11-19,10,0,"public",2015-11-18,-22.91,-47.08
"94","Central Illinois SAS® User Group Meetup","Springfield","USA","US/Canada",106,"https://www.meetup.com/Central-Illinois-SAS-User-Group-Meetup/",2014-11-14,31,2,"public",2021-05-13,39.8,-89.65
"95","Austin R User Group","Austin","USA","US/Canada",1635,"https://www.meetup.com/Austin-R-User-Group/",2012-01-16,51,0,"public",2019-11-20,30.27,-97.74
"96","Inland Northwest R User Group (INRUG)","Spokane","USA","US/Canada",162,"https://www.meetup.com/Inland-Northwest-R-User-Group-INRUG/",2015-03-29,37,0,"public",2021-05-15,47.67,-117.41
"97","Alteryx Meet and Greet Brisbane","Brisbane","Australia","Australia",19,"https://www.meetup.com/Alteryx-User-Group-Brisbane/",2016-04-24,7,0,"public",2019-06-12,-27.46,153.02
"98","Cleveland R User Group","Independence","USA","US/Canada",855,"https://www.meetup.com/Cleveland-UseR-Group/",2012-01-16,88,3,"public",2021-06-12,41.38,-81.66
"99","AalborgRUG","Aalborg","Denmark","Europe",227,"https://www.meetup.com/AalborgRUG/",2017-09-30,17,0,"public",2021-06-03,57.03,9.93
"100","Greater Portland useR Group (R programming language)","Portland","USA","US/Canada",183,"https://www.meetup.com/Greater-Portland-useR-Group/",2018-08-10,14,0,"public",2021-06-17,43.66,-70.26
"101","Lucerne R User Group","Luzern","Switzerland","Europe",94,"https://www.meetup.com/Lucerne-R-User-Group/",2020-04-08,9,0,"public",2021-05-26,47.06,8.3
"102","KNIME User Group UK","London","United Kingdom","Europe",414,"https://www.meetup.com/KNIME-User-Group-UK/",2013-11-29,38,1,"public",2021-06-01,51.58,-0.16
"103","IndyUseR Group","Indianapolis","USA","US/Canada",604,"https://www.meetup.com/Indy-useR-Group/",2013-06-28,72,3,"public",2021-05-18,39.79,-86.16
"104","Meetup de Grupo de Usuarios de R de Málaga","Málaga","Spain","Europe",180,"https://www.meetup.com/Meetup-de-Grupo-de-Usuarios-de-R-de-Malaga/",2019-02-15,11,0,"public",2021-02-24,36.72,-4.42
"105","Sevilla R Users","Sevilla","Spain","Europe",612,"https://www.meetup.com/Sevilla-R-users/",2017-03-13,27,0,"public",2020-06-24,37.4,-5.98
"106","ZagReb","Zagreb","Croatia","Europe",272,"https://www.meetup.com/zagreb-r-group/",2017-03-30,5,0,"public",2018-04-04,45.8,15.97
"107","Portsmouth R User Group Meetup","Portsmouth","United Kingdom","Europe",188,"https://www.meetup.com/Portsmouth-R-User-Group/",2018-06-26,10,0,"public",2021-01-14,50.81,-1.09
"108","Prague R Meetup Group","Prague","Czech Republic","Europe",663,"https://www.meetup.com/Prague-R-Meetup-Group/",2015-03-16,8,0,"public",2019-05-22,50.08,14.43
"109","R User Group Finland","Helsinki","Finland","Europe",257,"https://www.meetup.com/R-User-Group-Finland/",2015-08-31,1,0,"public",2015-09-30,60.17,24.94
"110","B'moRe R PRogramming for EveRyone","Baltimore","USA","US/Canada",66,"https://www.meetup.com/bmore-r-programming-for-everyone/",2020-11-29,6,0,"public",2021-05-13,39.29,-76.62
"111","UVa R Users Group","Charlottesville","USA","US/Canada",595,"https://www.meetup.com/UVa-R-Users-Group/",2014-08-04,23,0,"public",2019-08-27,38,-78.47
"112","Charlotte R Users Group","Charlotte","USA","US/Canada",866,"https://www.meetup.com/Charlotte-R-Users-Group/",2013-12-17,32,0,"public",2020-04-21,35.23,-80.84
"113","Panama R User's Group","Panamá","Panama","Latin America",568,"https://www.meetup.com/Panama-R-Users-Group/",2017-02-13,18,0,"public",2020-03-28,8.97,-79.53
"114","Ann Arbor R User Group","Ann Arbor","USA","US/Canada",791,"https://www.meetup.com/Ann-Arbor-R-User-Group/",2014-05-26,69,0,"public",2020-12-10,42.26,-83.72
"115","San Carlos R User Group","Quesada","Costa Rica","Latin America",636,"https://www.meetup.com/San-Carlos-R-User-Group/",2016-01-20,35,0,"public",2019-08-10,10.33,-84.44
"116","Dallas R Users Group","Dallas","USA","US/Canada",2246,"https://www.meetup.com/Dallas-R-Users-Group/",2011-02-19,87,0,"public",2021-04-22,32.93,-96.79
"117","The México City R Users Group","México City","Mexico","Latin America",159,"https://www.meetup.com/The-Mexico-City-R-Users-Group/",2014-02-05,4,0,"public",2015-12-02,19.43,-99.14
"118","Utah County R User Group","Provo","USA","US/Canada",112,"https://www.meetup.com/utah-county-rug/",2019-01-22,6,0,"public",2020-02-27,40.23,-111.69
"119","Wellington R Users Group (WRUG)","Wellington","New Zealand","Australia",345,"https://www.meetup.com/Wellington-R-Users-Group-WRUG/",2013-09-04,12,0,"public",2018-02-27,-41.28,174.78
"120","Oslo useR! Group","Oslo","Norway","Europe",1761,"https://www.meetup.com/Oslo-useR-Group/",2015-02-11,39,1,"public",2021-05-20,59.91,10.75
"121","R User Group - Philippines","Manila","Philippines","Asia",1464,"https://www.meetup.com/R-User-Group-Philippines/",2013-08-20,89,2,"public",2021-06-16,14.62,120.97
"122","Salt Lake City R Users Group","Salt Lake City","USA","US/Canada",1385,"https://www.meetup.com/slc-rug/",2017-11-06,34,1,"public",2021-05-05,40.76,-111.9
"123","RVA R User's Group.","Richmond","USA","US/Canada",50,"https://www.meetup.com/RVA-R-Users-Group/",2018-01-29,9,0,"public",2019-12-18,37.54,-77.44
"124","Waco R Users Group (OLD)","Waco","USA","US/Canada",6,"https://www.meetup.com/waco-r-users-group/",2021-05-20,0,0,"public",1970-01-01,31.55,-97.14
"125","Malaysia R User Public Group","Kuala Lumpur","Malaysia","Asia",266,"https://www.meetup.com/Malaysia-R-User-Group/",2018-09-25,4,0,"public",2020-11-21,3.16,101.71
"126","Tecate BC México R Users Group Meetup","Tecate","Mexico","Latin America",17,"https://www.meetup.com/Tecate-BC-Mexico-R-Users-Group-Meetup/",2014-09-11,0,0,"public",1970-01-01,32.57,-116.63
"127","San Diego R Users Group","San Diego","USA","US/Canada",59,"https://www.meetup.com/sd-r-users/",2019-10-06,3,0,"public",2020-07-30,32.76,-117.12
"128","Twin Cities R User Group (TCRUG)","Minneapolis","USA","US/Canada",1874,"https://www.meetup.com/twincitiesrug/",2011-01-26,67,0,"public",2020-05-22,44.98,-93.27
"129","Denver R User Group","Denver","USA","US/Canada",1462,"https://www.meetup.com/DenverRUG/",2010-08-25,76,0,"public",2020-03-10,39.77,-105.01
"130","R User Group - Singapore (RUGS)","Singapore","Singapore","Asia",1994,"https://www.meetup.com/R-User-Group-SG/",2010-07-26,81,3,"public_limited",2021-01-28,1.3,103.85
"131","Saint Louis R User Group","Saint Louis","USA","US/Canada",986,"https://www.meetup.com/Saint-Louis-RUG/",2011-01-26,71,0,"public",2020-09-16,38.63,-90.19
"132","Ottawa-Gatineau R Users Group","Ottawa","Canada","US/Canada",18,"https://www.meetup.com/ottawa-gatineau-r-users-group/",2021-03-29,0,0,"public",1970-01-01,45.42,-75.7
"133","South Central PA R-Ladies","Middletown","USA","US/Canada",9,"https://www.meetup.com/South-Central-PA-R-Ladies/",2019-08-24,0,0,"public",1970-01-01,40.2,-76.73
"134","Portland R User Group","Portland","USA","US/Canada",1770,"https://www.meetup.com/portland-r-user-group/",2010-08-04,167,0,"public",2021-05-27,45.5,-122.69
"135","Wiesbaden R User Group","Wiesbaden","Germany","Europe",447,"https://www.meetup.com/Wiesbaden-R-Users-Group/",2011-01-28,98,3,"public",2021-06-09,50.08,8.23
"136","Savannah HiltonHead R Users Group","Savannah","USA","US/Canada",1,"https://www.meetup.com/savannah-hiltonhead-r-users-group/",2021-06-13,0,0,"public",1970-01-01,31.94,-81.03
"137","R Users Monterrey","Monterrey","Mexico","Latin America",50,"https://www.meetup.com/R-Users-Monterrey/",2017-08-10,2,0,"public",2020-03-11,25.67,-100.32
"138","R Users Group, Gainesville, FL","Gainesville","USA","US/Canada",541,"https://www.meetup.com/R-Users-Group-Gainesville-FL/",2013-05-22,36,0,"public",2021-06-15,29.65,-82.3
"139","Cali R Users Group (Cali)","Cali","Colombia","Latin America",609,"https://www.meetup.com/R-Users-Group-Cali/",2014-12-23,9,0,"public",2020-02-29,3.42,-76.51
"140","Turkish Community of R","Ankara","Turkey","Europe",1328,"https://www.meetup.com/tcr-users/",2013-03-08,11,0,"public",2021-01-11,39.93,32.85
"141","Vancouver R Users Group (data analysis / statistics)","Vancouver","Canada","US/Canada",1036,"https://www.meetup.com/Vancouver-R-Users-Group-data-analysis-statistics/",2011-02-09,20,0,"public",2015-08-03,49.27,-123.12
"142","SheffieldR - Sheffield R Users Group","Sheffield","United Kingdom","Europe",466,"https://www.meetup.com/SheffieldR-Sheffield-R-Users-Group/",2013-03-28,56,0,"public",2020-03-03,53.38,-1.48
"143","Kyiv useR! Group","Kyiv","Ukraine","Europe",573,"https://www.meetup.com/Kyiv-useR-Group/",2015-04-21,7,0,"public",2018-08-15,50.44,30.52
"144","Auckland R Users Group (AKLRUG)","Auckland","New Zealand","Australia",1358,"https://www.meetup.com/Auckland-R-Users-Group-AKLRUG/",2013-01-08,23,0,"public",2021-05-12,-36.85,174.76
"145","mumbai-r-user-group","Mumbai","India","Asia",572,"https://www.meetup.com/mumbai-r-user-group/",2013-09-15,31,1,"public",2017-02-02,18.96,72.82
"146","DakaR R User Group","Dakar","Senegal","Africa",283,"https://www.meetup.com/DakaR-R-User-Group/",2013-10-23,8,0,"public",2020-10-02,14.72,-17.48
"147","Bozeman Area R useR Group","Bozeman","USA","US/Canada",164,"https://www.meetup.com/Bozeman-useR-Group-R-Programming-Language/",2013-05-30,25,0,"public",2018-03-02,45.67,-111.06
"148","Atlanta R Users Group","Atlanta","USA","US/Canada",952,"https://www.meetup.com/R-Users-Atlanta/",2012-02-14,31,1,"public",2021-04-29,33.93,-84.39
"149","Albany R Users Group","Albany","USA","US/Canada",298,"https://www.meetup.com/Albany-R-Users-Group/",2014-03-20,16,0,"public",2019-02-28,42.65,-73.81
"150","Offa R Users Group","Offa","Nigeria","Africa",175,"https://www.meetup.com/FEDPOFA-R-Users-Group/",2013-09-20,40,0,"public",2021-05-31,8.14,4.72
"151","New Delhi  UseR Group (R Programming Language)","Delhi","India","Asia",1441,"https://www.meetup.com/New-Delhi-R-UseR-Group/",2012-10-21,87,0,"public_limited",2018-08-18,28.67,77.21
"152","Leipzig R statistical computing","Leipzig","Germany","Europe",253,"https://www.meetup.com/Leipzig-R-statistical-computing/",2011-10-22,11,0,"public",2018-04-16,51.35,12.4
"153","Bay Area useR Group (R Programming Language)","San Francisco","USA","US/Canada",6565,"https://www.meetup.com/R-Users/",2008-07-17,153,0,"public",2021-04-20,37.8,-122.41
"154","Sydney Users of  R Forum (SURF)","Sydney","Australia","Australia",2819,"https://www.meetup.com/R-Users-Sydney/",2010-06-06,115,1,"public",2020-03-11,-33.87,151.21
"155","amst-R-dam","Amsterdam","Netherlands","Europe",1236,"https://www.meetup.com/amst-R-dam/",2010-09-09,33,0,"public",2019-06-20,52.37,4.89
