"","name","city","country","region","members","fullurl","created","past_events","upcoming_events","visibility","last_event","lat","lon"
"653","R-Ladies Canberra","Canberra","Australia","Australia",212,"https://www.meetup.com/rladies-canberra/",2018-12-10,14,0,"public",2021-03-02,-35.31,149.13
"654","EdinbR: The Edinburgh R Usergroup","Edinburgh","United Kingdom","Europe",676,"https://www.meetup.com/EdinbR/",2018-09-16,23,0,"public",2021-06-14,55.94,-3.19
"655","R-Ladies Paris","Paris","France","Europe",600,"https://www.meetup.com/rladies-paris/",2016-09-19,15,0,"public",2019-06-14,48.86,2.34
"656","R en Rosario","Rosario","Argentina","Latin America",579,"https://www.meetup.com/R-en-Rosario/",2018-10-03,16,0,"public",2021-03-18,-32.95,-60.67
"657","Rock Solid Computer Programming","New York","USA","US/Canada",203,"https://www.meetup.com/Rock-Solid-Computer-Programming/",2020-07-02,16,0,"public",2020-09-24,40.75,-73.99
"658","R-Ladies Mendoza","Mendoza","Argentina","Latin America",297,"https://www.meetup.com/rladies-mendoza/",2018-02-26,12,0,"public_limited",2020-12-07,-32.89,-68.83
"659","R-Ladies Nashville","Nashville","USA","US/Canada",510,"https://www.meetup.com/rladies-nashville/",2016-09-28,18,0,"public",2020-03-09,36.17,-86.78
"660","R-Ladies Pasadena","Pasadena","USA","US/Canada",96,"https://www.meetup.com/rladies-pasadena/",2018-04-25,5,0,"public",2019-11-07,34.15,-118.14
"661","R-Ladies Bergen","Bergen","Norway","Europe",296,"https://www.meetup.com/rladies-bergen/",2019-10-28,15,1,"public",2021-05-31,60.38,5.34
"662","adminR: R in Swiss Official Statistics","Bern","Switzerland","Europe",314,"https://www.meetup.com/adminR/",2018-08-19,4,0,"public",2021-03-18,46.95,7.44
"663","R for Quantitative Finance","Dublin","Ireland","Europe",72,"https://www.meetup.com/R-for-Quantitative-Finance/",2019-10-06,0,0,"public",1970-01-01,53.33,-6.25
"664","R-Ladies Istanbul","Istanbul","Turkey","Europe",1941,"https://www.meetup.com/rladies-istanbul/",2016-09-06,36,0,"public",2021-03-08,41.01,28.96
"665","R-Ladies Recife","Recife","Brazil","Latin America",151,"https://www.meetup.com/rladies-recife/",2019-09-02,1,0,"public",2019-09-12,-8.08,-34.92
"666","R en Buenos Aires","Buenos Aires","Argentina","Latin America",847,"https://www.meetup.com/renbaires/",2018-10-04,16,0,"public",2021-06-19,-34.61,-58.37
"667","Chicago Big Data Analytics Meetup","Chicago","USA","US/Canada",1525,"https://www.meetup.com/Chicago-Big-Data-Analytics-Meetup/",2013-10-13,102,6,"public",2017-11-29,41.88,-87.65
"668","Big Data Analytics: Mobile, Social and Web","San Jose","USA","US/Canada",3075,"https://www.meetup.com/Big-Data-Analytics-Mobile-Social-and-Web/",2011-06-21,59,0,"public",2017-06-22,37.34,-121.9
"669","Scotland Data Science & Technology Meetup","Edinburgh","United Kingdom","Europe",4843,"https://www.meetup.com/Scotland-Data-Science-Technology-Meetup/",2015-04-07,128,3,"public",2021-05-12,55.95,-3.22
"670","Digital Marketing + Data Science -Ateliers Q/R Gratuits Lyon","Lyon","France","Europe",592,"https://www.meetup.com/Digital-Marketing-Data-Science-Ateliers-Q-R-Gratuits/",2018-06-25,18,0,"public",2020-05-28,45.76,4.83
"671","Predictive Analytics and Data Science using Spark, R, Python","Los Angeles","USA","US/Canada",750,"https://www.meetup.com/Predictive-Analytics-and-Data-Science-using-Spark-R-Python/",2016-06-23,46,0,"public",2021-03-21,33.97,-118.24
"672","MünsteR (R Users Group)","Münster","Germany","Europe",577,"https://www.meetup.com/Munster-R-Users-Group/",2017-05-16,41,1,"public_limited",2021-06-17,51.96,7.62
"673","Hannover Data Science","Hannover","Germany","Europe",497,"https://www.meetup.com/Hannover-R-User-Group/",2016-10-19,17,0,"public",2018-09-19,52.4,9.73
"674","Delhi R Data Analytics Meetup","Delhi","India","Asia",347,"https://www.meetup.com/Delhi-R-Data-Analytics-Meetup/",2014-08-15,0,1,"public",1970-01-01,28.67,77.21
"675","Big Data & Predictive Analytics using R - Rio de Janeiro","Rio de Janeiro","Brazil","Latin America",808,"https://www.meetup.com/Big-Data-Predictive-Analytics-using-R-Rio-de-Janeiro/",2014-10-10,18,0,"public",2015-08-07,-22.91,-43.2
"676","Bauchi R User Group (BauchiRUG)","Bauchi","Nigeria","Africa",199,"https://www.meetup.com/Bauchi-R-User-Group-BauchiRUG/",2018-07-04,6,0,"public",2021-06-05,10.31,9.84
"677","SkåneR UseR! Group","Malmö","Sweden","Europe",204,"https://www.meetup.com/Skane-R-User-Group/",2020-02-08,7,0,"public",2021-04-29,55.61,13.02
"678","SageMaker User Group Chicago","Chicago","USA","US/Canada",187,"https://www.meetup.com/SageMaker-User-Group-Chicago/",2020-01-03,2,0,"public",2020-04-08,41.9,-87.67
"679","SageMaker User Group Columbus","Columbus","USA","US/Canada",13,"https://www.meetup.com/SageMaker-User-Group-Columbus/",2020-04-29,0,0,"public",1970-01-01,39.99,-83.04
"680","Video Analytics, Edge to Data Center by C.R.G & NVIDIA","Petakh Tiqwa","Israel","Asia",120,"https://www.meetup.com/Video-Analytics-Edge-to-Data-Center-by-C-R-G-NVIDIA/",2019-01-01,1,0,"public",2019-01-22,32.09,34.88
"681","Algiers R User Group","Algiers","Algeria","Africa",90,"https://www.meetup.com/algiers-r-user-group/",2020-09-25,1,0,"public",2021-04-06,36.75,3.06
"682","Sisense R&D Meetup","Tel Aviv-Yafo","Israel","Asia",844,"https://www.meetup.com/Sisense-R-D-Meetup/",2018-11-29,4,0,"public",2019-12-17,32.07,34.77
"683","Stellenbosch R Users Group Meetup","Stellenbosch","South Africa","Africa",20,"https://www.meetup.com/Stellenbosch-R-Users-Group-Meetup/",2018-12-20,0,0,"public",1970-01-01,-33.92,18.86
"684","Bristol R User Group","Bristol","United Kingdom","Europe",478,"https://www.meetup.com/Bristol-R-User-Group/",2018-10-03,8,0,"public",2020-06-29,51.46,-2.6
"685","Predictive Business Analytics with R - New Delhi","Delhi","India","Asia",1614,"https://www.meetup.com/Predictive-Business-Analytics-with-R-New-Delhi/",2014-08-31,7,0,"public",2016-04-23,28.67,77.21
"686","Omaha R Users Group","Omaha","USA","US/Canada",215,"https://www.meetup.com/Omaha-R-Users-Group/",2018-03-05,5,0,"public",2019-11-07,41.26,-95.93
"687","Use R! INMEGEN 2019","México City","Mexico","Latin America",234,"https://www.meetup.com/Use-R-INMEGEN-2019/",2018-10-04,1,0,"public",2019-02-25,19.43,-99.14
"688","R User Group Rhein-Neckar","Heidelberg","Germany","Europe",308,"https://www.meetup.com/R-User-Group-Rhein-Neckar/",2011-11-01,48,1,"public",2021-06-08,49.42,8.69
"689","Hyderabad R Programming Meetup","Hyderabad","India","Asia",295,"https://www.meetup.com/Hyderabad-R-Programming-Meetup/",2014-09-11,0,1,"public",1970-01-01,17.4,78.48
"690","MapR Users Meetup","Makati","Philippines","Asia",142,"https://www.meetup.com/MapR-Users-Meetup/",2018-03-18,1,0,"public",2018-05-16,14.55,121.02
"691","Predictive Business Analytics using R","Buenos Aires","Argentina","Latin America",128,"https://www.meetup.com/Predictive-Business-Analytics-using-R/",2015-06-21,2,0,"public",2015-07-10,-34.61,-58.37
"692","Dubai Computer programming Meetup Group","Dubai","U.A.E.","Asia",18,"https://www.meetup.com/Dubai-Computer-programming-Meetup-Group/",2020-06-05,1,0,"public",2020-07-08,25.27,55.33
"693","Salt Lake City R Language Study Group","Salt Lake City","USA","US/Canada",280,"https://www.meetup.com/Salt-Lake-City-R-Language-Study-Group/",2018-04-05,34,0,"public",2020-07-12,40.76,-111.87
"694","Wroclaw R user Group - WRUG","Wroclaw","Poland","Europe",38,"https://www.meetup.com/Wroclaw-R-user-Group-WRUG/",2013-04-14,1,0,"public",2013-06-20,51.11,17.03
"695","R-Ladies Washington D.C.","Washington","USA","US/Canada",2218,"https://www.meetup.com/rladies-dc/",2016-12-07,105,1,"public",2021-05-28,38.91,-77.02
"696","Dublin R","Dublin","Ireland","Europe",2307,"https://www.meetup.com/DublinR/",2011-11-04,206,2,"public",2021-04-29,53.33,-6.25
"697","R Users Group Kenya (RUGK)","Nairobi","Kenya","Africa",92,"https://www.meetup.com/R-Users-Group-Kenya-RUGK/",2014-08-29,0,0,"public",1970-01-01,-1.29,36.82
"698","Bogotá R Users Group","Bogotá","Colombia","Latin America",1606,"https://www.meetup.com/Bogota-R-Users-Group/",2013-09-18,31,1,"public",2021-05-06,4.63,-74.09
"699","MadR - Madison R Programming UseRs Group","Madison","USA","US/Canada",628,"https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group/",2014-01-10,47,0,"public",2020-02-28,43.08,-89.38
"700","R-Ladies Buffalo","Buffalo","USA","US/Canada",28,"https://www.meetup.com/rladies-buffalo/",2017-05-28,4,0,"public",2019-11-21,42.9,-78.88
"701","Seattle useR Group (R Programming Language)","Seattle","USA","US/Canada",2845,"https://www.meetup.com/Seattle-useR/",2009-12-12,84,0,"public",2021-01-28,47.66,-122.29
"702","Houston R Users Group","Houston","USA","US/Canada",1406,"https://www.meetup.com/houstonr/",2010-11-01,80,0,"public",2019-12-04,29.72,-95.22
"703","Canberra R Users Group","Canberra","Australia","Australia",331,"https://www.meetup.com/Canberra-R-Users-Group/",2010-07-19,34,1,"public",2019-11-28,-35.31,149.13
"704","R-Ladies RTP","Durham","USA","US/Canada",848,"https://www.meetup.com/rladies-rtp/",2016-08-15,55,0,"public",2021-05-26,36,-78.9
"705","Statistical Seminars DC","Washington","USA","US/Canada",1943,"https://www.meetup.com/Statistical-Seminars-DC/",2018-07-07,107,2,"public",2021-06-19,38.91,-77.02
"706","Hamburg R User Group","Hamburg","Germany","Europe",845,"https://www.meetup.com/Hamburg-R-User-Group/",2014-09-20,21,0,"public",2021-05-18,53.55,10
"707","Applied Math and Statistics","New York","USA","US/Canada",326,"https://www.meetup.com/applied-math-and-statistics/",2020-02-06,4,0,"public",2021-04-10,40.75,-73.99
"708","Statistics Meet n’ Greet","New York","USA","US/Canada",70,"https://www.meetup.com/New-York-Applied-Statistics-Meetup-Group/",2020-03-14,0,0,"public",1970-01-01,40.75,-73.99
"709","A-State R User Group","Jonesboro","USA","US/Canada",32,"https://www.meetup.com/meetup-group-SPnWerAb/",2020-04-01,3,0,"public",2020-09-21,35.82,-90.7
"710","R-Ladies Los Angeles","Los Angeles","USA","US/Canada",627,"https://www.meetup.com/rladies-la/",2016-09-02,32,0,"public",2020-07-29,34.07,-118.45
"711","R Users Group Hyderabad(RUGH)","Hyderabad","India","Asia",507,"https://www.meetup.com/R-Users-Group-Hyderabad/",2013-09-15,5,0,"public",2018-01-27,17.4,78.48
"712","XMU-R","Xiamen","China","Asia",244,"https://www.meetup.com/RGROUP/",2014-09-11,22,0,"public",2015-01-12,24.45,118.08
"713","Botswana R Users","Gaborone","Botswana","Africa",71,"https://www.meetup.com/Botswana-R-Users/",2020-02-04,3,0,"public",2021-03-12,-24.65,25.91
"714","Köln R User Group","Köln","Germany","Europe",1012,"https://www.meetup.com/KoelnRUG/",2012-03-30,31,1,"public",2020-11-19,50.95,6.97
"715","EPIC Centre for Quantum Computing","Kozhikode","India","Asia",693,"https://www.meetup.com/EPICCenterforQuantumComputing/",2017-11-29,54,0,"public",2021-06-10,11.26,75.78
"716","R-Ladies CDMX","México City","Mexico","Latin America",2021,"https://www.meetup.com/rladies-cdmx/",2017-07-04,20,1,"public",2021-06-10,19.43,-99.14
"717","R-Ladies Tbilisi","Tbilisi","Georgia","Asia",330,"https://www.meetup.com/rladies-tbilisi/",2016-11-29,71,2,"public",2021-06-10,41.72,44.79
"718","R-Ladies Berlin","Berlin","Germany","Europe",657,"https://www.meetup.com/rladies-berlin/",2016-10-31,28,0,"public",2020-11-04,52.52,13.38
"719","R-Ladies Rio de Janeiro","Rio de Janeiro","Brazil","Latin America",607,"https://www.meetup.com/rladies-rio/",2017-02-27,11,0,"public_limited",2020-09-30,-22.91,-43.2
"720","R-Ladies Madison","Madison","USA","US/Canada",123,"https://www.meetup.com/R-Ladies-Madison/",2019-04-30,10,0,"public",2021-01-22,43.07,-89.38
"721","R-Ladies St. Louis","Saint Louis","USA","US/Canada",813,"https://www.meetup.com/rladies-st-louis/",2017-08-28,22,0,"public",2021-04-13,38.63,-90.19
"722","Business analytics and R Business","Melbourne","Australia","Australia",41,"https://www.meetup.com/r-business/",2021-04-10,1,0,"public",2021-06-10,-37.81,144.96
"723","Lads and Lasses Who R","Merrifield","USA","US/Canada",234,"https://www.meetup.com/Lads-and-Lasses-Who-R/",2018-07-16,17,0,"public_limited",2019-12-17,38.87,-77.24
"724","R-Ladies Yaoundé","Yaoundé","Cameroon","Africa",58,"https://www.meetup.com/rladies-yaounde/",2020-01-05,0,0,"public",1970-01-01,3.87,11.52
"725","Pune  R users Meetup","Pune","India","Asia",218,"https://www.meetup.com/Pune-R-junkies-Meetup/",2014-11-30,0,1,"public",1970-01-01,18.53,73.84
"726","R-Ladies Fayetteville","Fayetteville","USA","US/Canada",130,"https://www.meetup.com/rladies-fayetteville/",2019-07-27,11,0,"public",2021-01-27,36.05,-94.14
"727","R-Ladies Seattle","Seattle","USA","US/Canada",1008,"https://www.meetup.com/rladies-seattle/",2017-11-08,42,0,"public",2021-05-26,47.61,-122.33
"728","R-Ladies Manaus","Manaus","Brazil","Latin America",30,"https://www.meetup.com/R-Ladies-Manaus/",2019-09-11,0,0,"public",1970-01-01,-3.12,-60.02
"729","CinDay RUG","Dayton","USA","US/Canada",301,"https://www.meetup.com/CinDay-RUG/",2010-11-10,47,0,"public",2021-02-16,39.72,-84.19
"730","Taiwan R User Group / MLDM Monday","Taipei","Taiwan","Asia",7299,"https://www.meetup.com/Taiwan-R/",2012-09-28,361,0,"public",2021-04-26,25.02,121.45
"731","R Skopje","Skopje","Macedonia","Europe",34,"https://www.meetup.com/RSkopje/",2020-02-29,4,0,"public",2020-12-24,42,21.47
"732","R-Ladies Strasbourg","Strasbourg","France","Europe",82,"https://www.meetup.com/rladies-strasbourg/",2017-09-27,12,0,"public",2021-03-11,48.58,7.75
"733","eRfahrungsaustausch zum Thema ""R"" in Esslingen","Esslingen","Germany","Europe",30,"https://www.meetup.com/eRfahrungsaustausch-zum-Thema-R-in-Esslingen/",2017-11-25,4,0,"public",2018-04-12,48.74,9.32
"734","Kolkata Data Science Meetup","Kolkata","India","Asia",977,"https://www.meetup.com/Kolkata-Data-Science-Meetup/",2014-12-03,1,0,"public",2014-12-16,22.57,88.36
"735","Bayesian Data Analysis","New York","USA","US/Canada",1812,"https://www.meetup.com/bda-group/",2014-04-22,38,0,"public",2021-06-17,40.81,-73.95
"736","RBelgium","Brussels","Belgium","Europe",767,"https://www.meetup.com/RBelgium/",2011-12-19,22,0,"public",2020-11-04,50.83,4.33
"737","London Probability Theory Meetup","London","United Kingdom","Europe",127,"https://www.meetup.com/London-Probability-Theory-Meetup/",2017-04-09,0,0,"public",1970-01-01,51.52,-0.1
"738","Stan Users - Boston/Camberville","Cambridge","USA","US/Canada",402,"https://www.meetup.com/Stan-Users-Boston-Camberville/",2015-09-02,17,0,"public",2019-01-23,42.38,-71.13
"739","Nijmegen eveRybody","Nijmegen","Netherlands","Europe",255,"https://www.meetup.com/Nijmegen-eveRybody/",2015-04-11,6,0,"public",2017-01-25,51.84,5.85
"740","Brooklyn Advanced Marketing Methods","Brooklyn","USA","US/Canada",16,"https://www.meetup.com/Brooklyn-Advanced-Marketing-Methods/",2019-02-12,0,0,"public",1970-01-01,40.7,-73.99
"741","Ha Noi R Users Group Meetup","Ha Noi","Vietnam","Asia",373,"https://www.meetup.com/Ha-Noi-R-Users-Group-Meetup/",2014-11-13,0,0,"public",1970-01-01,21.03,105.84
"742","Meetup: Bayesian Econometrics","Medellín","Colombia","Latin America",50,"https://www.meetup.com/Meetup-Bayesian-Econometrics/",2016-06-23,0,0,"public",1970-01-01,6.25,-75.59
"743","St. Louis Machine Learning & Data Science","Saint Louis","USA","US/Canada",2352,"https://www.meetup.com/St-Louis-Machine-Learning/",2012-07-17,93,0,"public",2021-05-11,38.59,-90.3
"744","ODSC London Data Science","London","United Kingdom","Europe",6682,"https://www.meetup.com/London-Data-Science-ODSC/",2015-06-29,150,6,"public",2021-06-15,51.52,-0.1
"745","San Francisco Data Science ODSC","San Francisco","USA","US/Canada",4105,"https://www.meetup.com/San-Francisco-ODSC/",2015-06-26,178,2,"public",2021-06-15,37.78,-122.42
"746","France KNIME Users","Paris","France","Europe",335,"https://www.meetup.com/Paris-KNIME-Users/",2015-04-27,32,1,"public",2021-06-01,48.86,2.34
"747","RLyon","Lyon","France","Europe",129,"https://www.meetup.com/R-Lyon/",2013-11-19,6,0,"public",2016-03-18,45.76,4.83
"748","ODSC Data Science Boston","Cambridge","USA","US/Canada",2833,"https://www.meetup.com/odsc-open-source-data-science/",2013-09-09,206,2,"public",2021-06-15,42.37,-71.09
"749","useR Group in San Luis Obispo County","San Luis Obispo","USA","US/Canada",277,"https://www.meetup.com/useR-Group-in-San-Luis-Obispo-County/",2019-03-18,32,0,"public",2021-04-10,35.26,-120.65
"750","PyData Athens","Athens","Greece","Europe",1179,"https://www.meetup.com/PyData-Athens/",2018-04-13,15,0,"public",2020-11-11,37.98,23.73
"751","Quants for good","New York","USA","US/Canada",3612,"https://www.meetup.com/quantsforgood/",2013-11-01,15,0,"public",2017-08-23,40.74,-74
"752","Silicon Valley Data Science Journal Club","Mountain View","USA","US/Canada",941,"https://www.meetup.com/Silicon-Valley-Data-Science-Journal-Club/",2013-07-01,46,0,"public",2017-10-31,37.38,-122.08
"753","PyData Istanbul","Istanbul","Turkey","Europe",1449,"https://www.meetup.com/PyData-Istanbul/",2016-11-07,8,0,"public",2017-11-11,41.01,28.96
"754","Delhi R Users Group Meetup","Delhi","India","Asia",114,"https://www.meetup.com/Delhi-R-Users-Group-Meetup/",2014-05-22,0,0,"public",1970-01-01,28.67,77.21
"755","BigNumber Austin","Austin","USA","US/Canada",160,"https://www.meetup.com/bignumber-austin/",2020-08-26,9,0,"public",2021-03-05,30.22,-97.75
"756","Boston-area Women in Bioinformatics","Cambridge","USA","US/Canada",990,"https://www.meetup.com/boston-area-womens-bioinformatics/",2015-03-27,42,0,"public_limited",2021-06-14,42.37,-71.1
"757","MiraiLabs | Data Science Workshops","Zürich","Switzerland","Europe",170,"https://www.meetup.com/MiraiLabs-Data-Science-Workshops/",2019-06-24,1,0,"public",2019-09-24,47.38,8.54
"758","Data Science Floripa","Florianópolis","Brazil","Latin America",1935,"https://www.meetup.com/dsfloripa/",2015-04-16,17,0,"public",2020-02-18,-27.6,-48.54
"759","PyData Cardiff Meetup","Cardiff","United Kingdom","Europe",938,"https://www.meetup.com/PyData-Cardiff-Meetup/",2018-02-06,12,0,"public",2020-02-11,51.48,-3.18
"760","Uppsala useRs","Uppsala","Sweden","Europe",9,"https://www.meetup.com/uppsala-users/",2021-04-09,0,0,"public",1970-01-01,59.86,17.64
"761","Toronto - Cognitive, AI & Data Science Meetup","Toronto","Canada","US/Canada",12724,"https://www.meetup.com/Cognitive-Toronto/",2014-03-17,133,0,"public",2021-02-25,43.67,-79.38
"762","Colchester Scientific Programming Meetup Group","Colchester","United Kingdom","Europe",32,"https://www.meetup.com/colchester-scientific-programming-meetup-group/",2021-03-08,16,0,"public",2021-06-18,51.88,0.9
"763","Alpine Data Lovers","Garmisch-Partenkirchen","Germany","Europe",62,"https://www.meetup.com/alpine-data-lovers/",2019-12-18,8,0,"public",2021-02-09,47.5,11.08
"764","Datascience in Finance, Paris","Paris","France","Europe",556,"https://www.meetup.com/Datascience-in-Finance-Paris/",2015-06-23,4,0,"public",2017-07-12,48.86,2.34
"765","Find a Tech Job","London","United Kingdom","Europe",4917,"https://www.meetup.com/Find-A-tech-Job-In-London/",2012-05-24,53,0,"public",2020-11-03,51.52,-0.08
"766","Bath Machine Learning Meetup","Bath","United Kingdom","Europe",726,"https://www.meetup.com/BathML/",2016-10-03,34,0,"public",2020-04-23,51.38,-2.38
"767","NYCFinance","New York","USA","US/Canada",304,"https://www.meetup.com/NYCFinance/",2018-02-17,184,2,"public",2021-06-19,40.75,-73.99
"768","Seacoast (ME/NH) Data Science Meetup","Portsmouth","USA","US/Canada",129,"https://www.meetup.com/Seacoast-ME-NH-Data-Science-Meetup/",2016-01-15,1,0,"public",2016-02-09,43.07,-70.78
"769","LABDATA - FIA","São Paulo","Brazil","Latin America",1393,"https://www.meetup.com/labdata-fia/",2020-02-05,24,0,"public",2021-06-01,-23.53,-46.63
"770","Dutch Data Science Meetup Group","Delft","Netherlands","Europe",1093,"https://www.meetup.com/Dutch-Data-Science-Meetup-Group/",2015-03-09,6,0,"public",2018-05-25,52.01,4.36
"771","Timeseries Forecasting and Event Analytics Melbourne Meetup","Melbourne","Australia","Australia",1164,"https://www.meetup.com/Timeseries-Forecasting-and-Event-Analytics-Melbourne-Meetup/",2018-05-23,14,0,"public",2020-11-05,-37.81,144.96
"772","ODSC New York Accelerate AI (AIx)","New York","USA","US/Canada",3103,"https://www.meetup.com/New-York-ODSC/",2015-06-29,174,2,"public",2021-06-15,40.72,-74
"773","Lyon Data Science","Lyon","France","Europe",3294,"https://www.meetup.com/Lyon-Data-Science/",2015-08-24,53,0,"public",2021-06-01,45.76,4.83
"774","Hitchin Data Science Meetup Group","Hitchin","United Kingdom","Europe",58,"https://www.meetup.com/Hitchin-Data-Science-Meetup-Group/",2019-08-23,5,0,"public",2020-02-19,51.96,-0.28
"775","Burlington Data Scientists","Burlington","USA","US/Canada",789,"https://www.meetup.com/Burlington-Data-Scientists/",2013-07-31,75,0,"public",2020-03-04,44.49,-73.23
"776","Code•It! Little Rock Dev Meetup","Little Rock","USA","US/Canada",271,"https://www.meetup.com/Code-It-Little-Rock-Dev-Meetup/",2016-03-09,6,0,"public",2017-05-02,34.75,-92.28
"777","Colombo Haskell Meetup","Dehiwala-Mount Lavinia","Sri Lanka","Asia",378,"https://www.meetup.com/Colombo-Haskell-Meetup/",2017-03-30,0,0,"public",1970-01-01,6.85,79.87
"778","Chicago Cloud Foundry User Group","Chicago","USA","US/Canada",1529,"https://www.meetup.com/Chicago-Cloud-Foundry-User-Group/",2014-06-30,17,0,"public",2019-05-07,41.88,-87.64
"779","Singapore Apache Druid® Meetup by Imply","Singapore","Singapore","Asia",53,"https://www.meetup.com/Singapore-Apache-Druid-Meetup-by-Imply/",2020-01-07,5,0,"public",2020-12-15,1.3,103.85
"780","Scala for Startups is merged into SF Scala","San Francisco","USA","US/Canada",249,"https://www.meetup.com/Scala-for-Startups/",2011-09-10,18,0,"public",2013-03-28,37.77,-122.4
"781","Bay Area Apache Druid® Meetup by Imply","Burlingame","USA","US/Canada",2221,"https://www.meetup.com/druidio/",2013-03-05,45,1,"public",2021-05-27,37.57,-122.36
"782","Applied Machine Learning by Cubonacci","Amsterdam","Netherlands","Europe",306,"https://www.meetup.com/Applied-Machine-Learning-by-Cubonacci/",2019-11-18,3,0,"public",2020-05-21,52.37,4.89
"783","Bay Area Chromatin and Epigenomics Group","San Francisco","USA","US/Canada",428,"https://www.meetup.com/bay-area-chromatin-and-epigenomics-group/",2019-12-21,15,0,"public",2021-05-26,37.78,-122.42
"784","Pune Big Data Analytics Meetup","Pune","India","Asia",5722,"https://www.meetup.com/meetup-group-mBrnrixQ/",2017-03-22,305,0,"public",2020-04-28,18.53,73.84
"785","Kaohsiung Python Meetup","Kaohsiung","Taiwan","Asia",656,"https://www.meetup.com/Kaohsiung-Python-Meetup/",2015-10-09,48,0,"public",2020-01-03,22.63,120.27
"786","ATLytiCS: Analytics For Good","Atlanta","USA","US/Canada",1826,"https://www.meetup.com/ATLytiCS-Analytics-For-Good/",2018-06-23,18,0,"public",2021-05-24,33.75,-84.39
"787","San Diego Data Science Learners","San Diego","USA","US/Canada",66,"https://www.meetup.com/san-diego-data-science-learners/",2021-04-13,1,0,"public",2021-05-28,32.82,-117.2
"788","SwissAI Geneva Meetup","Genève","Switzerland","Europe",505,"https://www.meetup.com/SwissAI-Geneva/",2011-01-12,9,0,"public",2020-09-23,46.21,6.14
"789","Open Cities Lab","Durban","South Africa","Africa",569,"https://www.meetup.com/Open-Cities-Lab/",2015-05-18,56,0,"public",2018-03-03,-29.87,30.99
"790","Greenville Data Science & Analytics Meetup","Greenville","USA","US/Canada",560,"https://www.meetup.com/Greenville-Data-Science-Analytics-Meetup/",2015-09-16,23,0,"public_limited",2019-12-03,34.87,-82.31
"791","Chicago Big Data","Chicago","USA","US/Canada",3203,"https://www.meetup.com/Chicago-Big-Data/",2011-01-31,92,0,"public",2017-11-02,41.88,-87.64
"792","Data Visualization Group in the Bay Area","San Francisco","USA","US/Canada",8073,"https://www.meetup.com/visualizemydata/",2010-08-16,95,0,"public",2021-06-09,37.77,-122.41
"793","Data Science Brest","Brest","France","Europe",693,"https://www.meetup.com/Data-Science-Brest/",2016-11-10,37,0,"public",2021-04-29,48.39,-4.5
"794","R-Ladies Ribeirão Preto","Ribeirão Preto","Brazil","Latin America",128,"https://www.meetup.com/rladies-ribeirao-preto/",2020-03-06,2,1,"public",2020-11-30,-21.17,-47.8
"795","Midwest Julia Users","Chicago","USA","US/Canada",152,"https://www.meetup.com/Midwest-Julia-Users/",2016-10-13,3,1,"public",2020-07-24,41.88,-87.62
"796","Julia User Group Munich","München","Germany","Europe",294,"https://www.meetup.com/Julia-User-Group-Munich/",2020-01-08,14,1,"public",2021-05-03,48.14,11.58
"797","Milwaukee Data Science","Milwaukee","USA","US/Canada",516,"https://www.meetup.com/Milwaukee-Data-Science/",2013-10-30,12,0,"public",2019-10-10,43.05,-87.9
"798","Data Science Women","Denver","USA","US/Canada",667,"https://www.meetup.com/data-science-women/",2018-11-03,7,0,"public",2020-02-01,39.75,-104.99
"799","AI in Financial Services","Frankfurt","Germany","Europe",304,"https://www.meetup.com/AI-Big-Data-and-Network-Analysis-in-Financial-Services/",2018-01-26,4,0,"public",2021-05-25,50.12,8.68
"800","Newbury AI Meetup","Newbury","United Kingdom","Europe",406,"https://www.meetup.com/Newbury-AI-Meetup/",2018-08-24,34,1,"public_limited",2021-04-15,51.4,-1.33
"801","Argentina Data Science Meetup","Buenos Aires","Argentina","Latin America",4046,"https://www.meetup.com/Argentina-Data-Science-Meetup/",2016-01-26,11,0,"public",2019-10-03,-34.61,-58.37
"802","R-Ladies Puebla","Puebla","Mexico","Latin America",1417,"https://www.meetup.com/rladies-puebla/",2019-07-19,9,1,"public",2021-05-08,19.05,-98.22
"803","R-Ladies Quito","Quito","Ecuador","Latin America",820,"https://www.meetup.com/rladies-quito/",2017-07-18,10,0,"public",2020-07-01,-0.19,-78.5
"804","R-Ladies Salvador","Salvador","Brazil","Latin America",241,"https://www.meetup.com/rladies-salvador/",2018-07-23,6,0,"public",2020-12-12,-12.97,-38.5
"805","R-Ladies Athens","Athens","USA","US/Canada",61,"https://www.meetup.com/rladies-athens-ga/",2019-08-31,5,0,"public",2021-04-23,33.97,-83.36
"806","R-Ladies Denver","Denver","USA","US/Canada",106,"https://www.meetup.com/rladies-denver/",2019-07-02,6,0,"public",2021-05-25,39.7,-105.08
"807","R-Ladies Addis Ababa","Addis Abeba","Ethiopia","Africa",540,"https://www.meetup.com/rladies-addis-ababa/",2018-03-21,26,0,"public",2021-03-09,9.03,38.74
"808","R-Ladies New Delhi","Delhi","India","Asia",339,"https://www.meetup.com/rladies-new-delhi/",2019-09-01,9,0,"public",2020-09-06,28.67,77.21
"809","R-Ladies Gainesville","Gainesville","USA","US/Canada",355,"https://www.meetup.com/rladies-gainesville/",2018-07-04,31,0,"public",2020-11-10,29.65,-82.3
"810","R-Ladies Atlanta","Atlanta","USA","US/Canada",281,"https://www.meetup.com/rladies-atlanta/",2017-12-14,6,0,"public",2019-11-15,33.86,-84.4
